global_step,phase,run,epoch,loss,lr
85536,pretrain,ep-7,,0.150692,3.139689095079803e-06
85636,pretrain,ep-7,,0.150763,3.129131182661191e-06
86036,pretrain,ep-7,,0.150874,3.087002875457137e-06
86086,pretrain,ep-7,,0.150875,3.081748579327325e-06
86136,pretrain,ep-7,,0.15084,3.0764969160395526e-06
86236,pretrain,ep-7,,0.150784,3.066001516086246e-06
86336,pretrain,ep-7,,0.150869,3.055516731754106e-06
86436,pretrain,ep-7,,0.150848,3.045042619143223e-06
86486,pretrain,ep-7,,0.150858,3.0398095822489298e-06
86536,pretrain,ep-7,,0.15088,3.034579234296594e-06
86586,pretrain,ep-7,,0.15088,3.0293515822826236e-06
86686,pretrain,ep-7,,0.150903,3.018904394037339e-06
86836,pretrain,ep-7,,0.150901,3.0032540059093454e-06
86936,pretrain,ep-7,,0.150876,2.992834091397151e-06
86986,pretrain,ep-7,,0.150848,2.987628258325874e-06
87036,pretrain,ep-7,,0.150843,2.9824251839971793e-06
87086,pretrain,ep-7,,0.150872,2.9772248753709964e-06
87136,pretrain,ep-7,,0.150856,2.9720273394035395e-06
87286,pretrain,ep-7,,0.150858,2.956451436960049e-06
87436,pretrain,ep-7,,0.150763,2.9409007385119416e-06
87636,pretrain,ep-7,,0.150714,2.9202060036637273e-06
87686,pretrain,ep-7,,0.150666,2.915039424985456e-06
87736,pretrain,ep-7,,0.150677,2.9098757021486103e-06
87836,pretrain,ep-7,,0.150737,2.8995568516245047e-06
87886,pretrain,ep-7,,0.15076,2.8944017377403064e-06
87936,pretrain,ep-7,,0.150771,2.889249507303647e-06
87986,pretrain,ep-7,,0.150788,2.884100167206439e-06
88186,pretrain,ep-7,,0.150802,2.863531847914753e-06
88336,pretrain,ep-7,,0.150827,2.848136294136633e-06
88386,pretrain,ep-7,,0.150856,2.843010324397838e-06
88486,pretrain,ep-7,,0.150867,2.8327672483476935e-06
88686,pretrain,ep-7,,0.150904,2.812316741697773e-06
88786,pretrain,ep-7,,0.150894,2.8021094205208724e-06
88836,pretrain,ep-7,,0.15091,2.797010266874233e-06
88886,pretrain,ep-7,,0.150896,2.7919141269513566e-06
88986,pretrain,ep-7,,0.150845,2.7817309155403655e-06
89036,pretrain,ep-7,,0.150815,2.7766438576738774e-06
89186,pretrain,ep-7,,0.150814,2.761400957074976e-06
89286,pretrain,ep-7,,0.150848,2.751254318798453e-06
89386,pretrain,ep-7,,0.150775,2.741119980235616e-06
89486,pretrain,ep-7,,0.150763,2.7309979956114644e-06
89686,pretrain,ep-7,,0.150761,2.7107913047483576e-06
89736,pretrain,ep-7,,0.150742,2.7057474377870548e-06
89836,pretrain,ep-7,,0.150748,2.6956691180131276e-06
89886,pretrain,ep-7,,0.150748,2.6906346786818195e-06
89986,pretrain,ep-7,,0.150783,2.6805752748022407e-06
90036,pretrain,ep-7,,0.150785,2.675550323709983e-06
90236,pretrain,ep-7,,0.150774,2.6554823484467393e-06
90286,pretrain,ep-7,,0.150745,2.650473345462424e-06
90386,pretrain,ep-7,,0.150746,2.6404649754087934e-06
90436,pretrain,ep-7,,0.150752,2.6354656217272283e-06
90486,pretrain,ep-7,,0.150747,2.630469497860485e-06
90636,pretrain,ep-7,,0.150768,2.6155005719584307e-06
90836,pretrain,ep-7,,0.150752,2.5955876264413266e-06
90886,pretrain,ep-7,,0.150747,2.5906175813196575e-06
90936,pretrain,ep-7,,0.150763,2.585650826004034e-06
91036,pretrain,ep-7,,0.150724,2.5757272113617266e-06
91086,pretrain,ep-7,,0.150715,2.5707703653094224e-06
91136,pretrain,ep-7,,0.150737,2.5658168356118897e-06
91286,pretrain,ep-7,,0.150727,2.5509762108868745e-06
91336,pretrain,ep-7,,0.150703,2.546036012825108e-06
91386,pretrain,ep-7,,0.150718,2.541099164204156e-06
91486,pretrain,ep-7,,0.150688,2.5312355416954188e-06
91636,pretrain,ep-7,,0.150623,2.5164653936873826e-06
91736,pretrain,ep-7,,0.150629,2.5066355623529242e-06
91786,pretrain,ep-7,,0.150613,2.501725746617152e-06
91836,pretrain,ep-7,,0.150602,2.496819339594061e-06
91936,pretrain,ep-7,,0.150585,2.4870167779336737e-06
91986,pretrain,ep-7,,0.150586,2.4821206364088283e-06
92086,pretrain,ep-7,,0.150596,2.4723386647165705e-06
92236,pretrain,ep-7,,0.150592,2.4576915836739903e-06
92286,pretrain,ep-7,,0.150586,2.45281614985363e-06
92386,pretrain,ep-7,,0.150589,2.443075711140496e-06
92736,pretrain,ep-7,,0.150601,2.4090943626896183e-06
92786,pretrain,ep-7,,0.150584,2.4042539629424784e-06
92836,pretrain,ep-7,,0.150593,2.3994171022916727e-06
92886,pretrain,ep-7,,0.150597,2.3945837872072483e-06
92936,pretrain,ep-7,,0.150622,2.3897540241545196e-06
92986,pretrain,ep-7,,0.150618,2.3849278195940403e-06
93136,pretrain,ep-7,,0.150599,2.370470621400256e-06
93186,pretrain,ep-7,,0.150594,2.3656587153190455e-06
93236,pretrain,ep-7,,0.150595,2.360850399961303e-06
93336,pretrain,ep-7,,0.150606,2.3512445671388952e-06
93386,pretrain,ep-7,,0.150627,2.346447062523524e-06
93436,pretrain,ep-7,,0.150604,2.3416531743301935e-06
93536,pretrain,ep-7,,0.150643,2.3320762728550903e-06
93586,pretrain,ep-7,,0.150639,2.3272932723839116e-06
93686,pretrain,ep-7,,0.150645,2.3177382039643212e-06
93836,pretrain,ep-7,,0.150669,2.303433028465614e-06
93886,pretrain,ep-7,,0.15067,2.298671976052982e-06
93936,pretrain,ep-7,,0.150673,2.293914603968989e-06
94036,pretrain,ep-7,,0.150659,2.284410926236896e-06
94236,pretrain,ep-7,,0.15068,2.265448014389379e-06
94286,pretrain,ep-7,,0.150663,2.2607165825133943e-06
94336,pretrain,ep-7,,0.15068,2.255988881737285e-06
94436,pretrain,ep-7,,0.150675,2.2465446987758302e-06
94536,pretrain,ep-7,,0.150654,2.2371155160372463e-06
94586,pretrain,ep-7,,0.150657,2.232406565520915e-06
94636,pretrain,ep-7,,0.150667,2.227701383973507e-06
94836,pretrain,ep-7,,0.150671,2.208918473275516e-06
94886,pretrain,ep-7,,0.150662,2.2042322308802593e-06
94936,pretrain,ep-7,,0.150664,2.1995497951414737e-06
95036,pretrain,ep-7,,0.150659,2.1901963686821556e-06
95136,pretrain,ep-7,,0.150654,2.180858243944192e-06
95186,pretrain,ep-7,,0.150668,2.176194935337907e-06
95236,pretrain,ep-7,,0.150668,2.171535470892329e-06
95336,pretrain,ep-7,,0.150659,2.162228099409184e-06
95467,pretrain,ep-7,,0.147707,2.1500588292355095e-06
95517,pretrain,ep-7,,0.149829,2.1454210847683564e-06
95617,pretrain,ep-7,,0.148908,2.1361572580091066e-06
95667,pretrain,ep-7,,0.149915,2.1315311881088136e-06
95867,pretrain,ep-7,,0.149667,2.113066009364235e-06
95967,pretrain,ep-7,,0.150129,2.103856966937711e-06
96067,pretrain,ep-7,,0.15006,2.0946636882018323e-06
96117,pretrain,ep-7,,0.150089,2.09007297559298e-06
96217,pretrain,ep-7,,0.150421,2.080903434597399e-06
96317,pretrain,ep-7,,0.150733,2.071749780108081e-06
96417,pretrain,ep-7,,0.15114,2.062612061102758e-06
96617,pretrain,ep-7,,0.151334,2.044384625028388e-06
96767,pretrain,ep-7,,0.151474,2.0307562416329645e-06
96867,pretrain,ep-7,,0.151509,2.0216908361126273e-06
96967,pretrain,ep-7,,0.151423,2.012641633922645e-06
97017,pretrain,ep-7,,0.151331,2.008123124210815e-06
97067,pretrain,ep-7,,0.151469,2.003608683481852e-06
97117,pretrain,ep-7,,0.151415,1.9990983177745174e-06
97217,pretrain,ep-7,,0.151409,1.9900898355525466e-06
97267,pretrain,ep-7,,0.151261,1.985591731088155e-06
97367,pretrain,ep-7,,0.151244,1.9766078255371105e-06
97417,pretrain,ep-7,,0.15134,1.9721220364678307e-06
97467,pretrain,ep-7,,0.151355,1.9676403645384647e-06
97517,pretrain,ep-7,,0.151286,1.9631628157439427e-06
97617,pretrain,ep-7,,0.151197,1.954220111511585e-06
97667,pretrain,ep-7,,0.151096,1.949754968036002e-06
97717,pretrain,ep-7,,0.151175,1.9452939716197635e-06
97917,pretrain,ep-7,,0.151234,1.9274915758103655e-06
98117,pretrain,ep-7,,0.151333,1.9097560093306367e-06
98267,pretrain,ep-7,,0.151132,1.8964984196162915e-06
98317,pretrain,ep-7,,0.151129,1.8920876517651586e-06
98367,pretrain,ep-7,,0.151137,1.8876811081123592e-06
98417,pretrain,ep-7,,0.151154,1.8832787945523356e-06
98567,pretrain,ep-7,,0.15126,1.8700972932883416e-06
98617,pretrain,ep-7,,0.151319,1.8657119589304894e-06
98667,pretrain,ep-7,,0.151407,1.8613308840525602e-06
98717,pretrain,ep-7,,0.151352,1.8569540745149236e-06
98767,pretrain,ep-7,,0.15137,1.8525815361722386e-06
98817,pretrain,ep-7,,0.151343,1.8482132748734576e-06
99017,pretrain,ep-7,,0.151351,1.8307831168959388e-06
99067,pretrain,ep-7,,0.151317,1.8264363283503962e-06
99117,pretrain,ep-7,,0.15125,1.8220938518220314e-06
99217,pretrain,ep-7,,0.151172,1.8134218580460171e-06
99267,pretrain,ep-7,,0.151104,1.809092352398504e-06
99317,pretrain,ep-7,,0.151092,1.8047671819684351e-06
99417,pretrain,ep-7,,0.151008,1.7961298698971638e-06
99517,pretrain,ep-7,,0.150977,1.7875099680471757e-06
99667,pretrain,ep-7,,0.151069,1.774612860303039e-06
99717,pretrain,ep-7,,0.151087,1.7703225794049106e-06
99767,pretrain,ep-7,,0.151126,1.7660366855848164e-06
99817,pretrain,ep-7,,0.151163,1.761755184575808e-06
99867,pretrain,ep-7,,0.151161,1.757478082105056e-06
99917,pretrain,ep-7,,0.151201,1.7532053838938514e-06
99967,pretrain,ep-7,,0.151123,1.748937095657593e-06
100067,pretrain,ep-7,,0.151114,1.7404137719419965e-06
100167,pretrain,ep-7,,0.15115,1.731908156563327e-06
100267,pretrain,ep-7,,0.151206,1.7234202950318988e-06
100417,pretrain,ep-7,,0.151188,1.7107218905183077e-06
100517,pretrain,ep-7,,0.1512,1.7022786120885991e-06
100567,pretrain,ep-7,,0.151168,1.6980636871978105e-06
100617,pretrain,ep-7,,0.151174,1.6938532460425505e-06
100717,pretrain,ep-7,,0.151159,1.6854458374610967e-06
100767,pretrain,ep-7,,0.151179,1.6812488812811142e-06
100817,pretrain,ep-7,,0.151179,1.6770564313290772e-06
100967,pretrain,ep-7,,0.151144,1.6645061748909794e-06
101067,pretrain,ep-7,,0.151086,1.6561619710585288e-06
101167,pretrain,ep-7,,0.151037,1.6478359263623404e-06
101217,pretrain,ep-7,,0.151074,1.6436797276158659e-06
101267,pretrain,ep-7,,0.151014,1.6395280853519168e-06
101317,pretrain,ep-7,,0.150993,1.6353810051239574e-06
101367,pretrain,ep-7,,0.151006,1.6312384924793514e-06
101517,pretrain,ep-7,,0.150963,1.6188384154276133e-06
101567,pretrain,ep-7,,0.150964,1.6147142284677597e-06
101717,pretrain,ep-7,,0.150967,1.6023692609946898e-06
101917,pretrain,ep-7,,0.150912,1.5859738943054431e-06
102067,pretrain,ep-7,,0.150895,1.5737260036437665e-06
102117,pretrain,ep-7,,0.150875,1.5696526662608743e-06
102267,pretrain,ep-7,,0.150888,1.5574606089072563e-06
102317,pretrain,ep-7,,0.150894,1.553405926175258e-06
102417,pretrain,ep-7,,0.150892,1.545310597842043e-06
102567,pretrain,ep-7,,0.150848,1.533202779337855e-06
102667,pretrain,ep-7,,0.150813,1.525154412650244e-06
102717,pretrain,ep-7,,0.150765,1.5211372991593464e-06
102867,pretrain,ep-7,,0.150803,1.509114302561482e-06
102917,pretrain,ep-7,,0.150809,1.505116102856722e-06
102967,pretrain,ep-7,,0.15081,1.5011226449848576e-06
103117,pretrain,ep-7,,0.15081,1.4891707757535978e-06
103167,pretrain,ep-7,,0.150801,1.485196338568492e-06
103217,pretrain,ep-7,,0.150756,1.4812266698620622e-06
103267,pretrain,ep-7,,0.150779,1.4772617749443582e-06
103317,pretrain,ep-7,,0.150773,1.4733016591190426e-06
103367,pretrain,ep-7,,0.150729,1.4693463276833835e-06
103417,pretrain,ep-7,,0.150732,1.4653957859282552e-06
103467,pretrain,ep-7,,0.150728,1.461450039138117e-06
103517,pretrain,ep-7,,0.150705,1.4575090925910193e-06
103717,pretrain,ep-7,,0.150709,1.4417934141691467e-06
103767,pretrain,ep-7,,0.150717,1.4378765477830127e-06
103867,pretrain,ep-7,,0.150686,1.4300573155724405e-06
103967,pretrain,ep-7,,0.150677,1.4222574522981327e-06
104017,pretrain,ep-7,,0.150681,1.4183647970580403e-06
104167,pretrain,ep-7,,0.150706,1.406715999390862e-06
104217,pretrain,ep-7,,0.150711,1.402842806832921e-06
104267,pretrain,ep-7,,0.150704,1.398974492914298e-06
104317,pretrain,ep-7,,0.150703,1.3951110628094663e-06
104367,pretrain,ep-7,,0.150748,1.391252521686363e-06
104567,pretrain,ep-7,,0.150787,1.3758673501409443e-06
104767,pretrain,ep-7,,0.150787,1.3605608140349654e-06
104817,pretrain,ep-7,,0.150772,1.356746505223279e-06
104867,pretrain,ep-7,,0.150778,1.3529371367118764e-06
104967,pretrain,ep-7,,0.15079,1.3453332409657907e-06
105067,pretrain,ep-7,,0.15081,1.3377491674822663e-06
105167,pretrain,ep-7,,0.150801,1.330184956840796e-06
105217,pretrain,ep-7,,0.150803,1.326410312737865e-06
105317,pretrain,ep-7,,0.150779,1.318875972213474e-06
105417,pretrain,ep-7,,0.15077,1.3113615955144234e-06
105467,pretrain,ep-7,,0.15078,1.307611906168132e-06
105567,pretrain,ep-7,,0.150811,1.3001275505609724e-06
105767,pretrain,ep-7,,0.150798,1.2852190717082744e-06
105817,pretrain,ep-7,,0.150811,1.2815045294962475e-06
105867,pretrain,ep-7,,0.150811,1.2777950282323357e-06
105917,pretrain,ep-7,,0.150818,1.2740905728785717e-06
105967,pretrain,ep-7,,0.150825,1.2703911683902405e-06
106017,pretrain,ep-7,,0.150823,1.2666968197158708e-06
106267,pretrain,ep-7,,0.150792,1.2483010862781511e-06
106317,pretrain,ep-7,,0.150805,1.2446371760274528e-06
106417,pretrain,ep-7,,0.150817,1.237324631212076e-06
106467,pretrain,ep-7,,0.150825,1.2336760064290647e-06
106517,pretrain,ep-7,,0.150813,1.230032486572247e-06
106767,pretrain,ep-7,,0.150811,1.2118916315237758e-06
106867,pretrain,ep-7,,0.150813,1.2046711940428927e-06
106917,pretrain,ep-7,,0.150822,1.201068688476509e-06
107117,pretrain,ep-7,,0.15081,1.1867101997322118e-06
107217,pretrain,ep-7,,0.150811,1.1795619426721282e-06
107267,pretrain,ep-7,,0.150804,1.1759955777215816e-06
107317,pretrain,ep-7,,0.15081,1.1724343948537616e-06
107367,pretrain,ep-7,,0.150791,1.1688783988323057e-06
107417,pretrain,ep-7,,0.150799,1.1653275944139092e-06
107567,pretrain,ep-7,,0.150817,1.1547063782398446e-06
107667,pretrain,ep-7,,0.150813,1.1476516123657506e-06
107717,pretrain,ep-7,,0.150821,1.144132057067014e-06
107967,pretrain,ep-7,,0.150816,1.1266127450646681e-06
108117,pretrain,ep-7,,0.150818,1.1161640980607462e-06
108317,pretrain,ep-7,,0.150806,1.1023062599486567e-06
108417,pretrain,ep-7,,0.150827,1.095409006295045e-06
108467,pretrain,ep-7,,0.150833,1.0919683119831478e-06
108667,pretrain,ep-7,,0.150814,1.0782585254764077e-06
108717,pretrain,ep-7,,0.150811,1.0748443494586509e-06
108817,pretrain,ep-7,,0.150823,1.0680319541476402e-06
108867,pretrain,ep-7,,0.150815,1.0646337439670247e-06
108917,pretrain,ep-7,,0.150824,1.0612408648328878e-06
108967,pretrain,ep-7,,0.150816,1.0578533212837351e-06
109017,pretrain,ep-7,,0.150804,1.0544711178509307e-06
109298,pretrain,ep-9,,0.124752,1.0355626858481728e-06
109448,pretrain,ep-9,,0.124046,1.0255385992791443e-06
109498,pretrain,ep-9,,0.124046,1.0222079978218234e-06
109548,pretrain,ep-9,,0.124163,1.0188827841620098e-06
109598,pretrain,ep-9,,0.124037,1.0155629627476897e-06
109648,pretrain,ep-9,,0.123956,1.0122485380196447e-06
109698,pretrain,ep-9,,0.12444,1.0089395144114308e-06
109748,pretrain,ep-9,,0.124412,1.0056358963493796e-06
109798,pretrain,ep-9,,0.124385,1.0023376882525959e-06
109848,pretrain,ep-9,,0.124421,9.99044894532943e-07
109948,pretrain,ep-9,,0.124168,9.924755678362776e-07
109998,pretrain,ep-9,,0.124236,9.891990436467594e-07
110098,pretrain,ep-9,,0.124412,9.826622954996485e-07
110148,pretrain,ep-9,,0.124429,9.794020802859723e-07
110198,pretrain,ep-9,,0.124564,9.761473101293658e-07
110298,pretrain,ep-9,,0.124505,9.696541223951195e-07
110698,pretrain,ep-9,,0.124408,9.439000409166615e-07
110748,pretrain,ep-9,,0.124495,9.407054521294898e-07
111298,pretrain,ep-9,,0.124635,9.059287004311701e-07
111348,pretrain,ep-9,,0.124574,9.028003534099578e-07
111398,pretrain,ep-9,,0.124634,8.996775539125285e-07
111448,pretrain,ep-9,,0.124671,8.965603061161061e-07
111598,pretrain,ep-9,,0.124748,8.872419145937681e-07
111748,pretrain,ep-9,,0.124776,8.779736380472194e-07
111798,pretrain,ep-9,,0.124801,8.748953684957829e-07
111848,pretrain,ep-9,,0.124725,8.718226837953767e-07
111948,pretrain,ep-9,,0.124765,8.656940853809602e-07
111998,pretrain,ep-9,,0.124809,8.626381798649016e-07
112048,pretrain,ep-9,,0.124778,8.595878755957683e-07
112098,pretrain,ep-9,,0.124714,8.565431766538169e-07
112148,pretrain,ep-9,,0.124721,8.535040871118066e-07
112198,pretrain,ep-9,,0.124684,8.504706110349895e-07
112248,pretrain,ep-9,,0.124632,8.47442752481114e-07
112298,pretrain,ep-9,,0.124659,8.444205155004086e-07
112348,pretrain,ep-9,,0.124664,8.414039041355843e-07
112398,pretrain,ep-9,,0.124671,8.383929224218299e-07
112448,pretrain,ep-9,,0.124671,8.353875743867993e-07
112548,pretrain,ep-9,,0.12465,8.293937954258513e-07
112648,pretrain,ep-9,,0.124631,8.234225993231692e-07
112798,pretrain,ep-9,,0.124694,8.145082178850621e-07
112898,pretrain,ep-9,,0.124691,8.085936184428026e-07
113298,pretrain,ep-9,,0.124821,7.851624768400733e-07
113348,pretrain,ep-9,,0.124767,7.822592151343768e-07
113398,pretrain,ep-9,,0.124778,7.793616621949583e-07
113498,pretrain,ep-9,,0.124813,7.735836981110225e-07
113598,pretrain,ep-9,,0.124822,7.678286155039553e-07
113698,pretrain,ep-9,,0.124856,7.620964451670131e-07
113748,pretrain,ep-9,,0.12488,7.592389616892149e-07
113798,pretrain,ep-9,,0.124873,7.563872177708597e-07
113848,pretrain,ep-9,,0.124878,7.535412172265979e-07
113948,pretrain,ep-9,,0.124881,7.478664614805403e-07
114098,pretrain,ep-9,,0.124925,7.393974980913947e-07
114198,pretrain,ep-9,,0.124928,7.337803467073962e-07
114248,pretrain,ep-9,,0.12493,7.309804295603174e-07
114298,pretrain,ep-9,,0.124924,7.281862897728575e-07
114348,pretrain,ep-9,,0.124907,7.253979310826148e-07
114398,pretrain,ep-9,,0.124872,7.226153572194512e-07
114548,pretrain,ep-9,,0.124868,7.14302381774957e-07
114698,pretrain,ep-9,,0.124853,7.060416033058144e-07
114898,pretrain,ep-9,,0.124814,6.951085991078469e-07
114948,pretrain,ep-9,,0.124825,6.923899022968567e-07
114998,pretrain,ep-9,,0.124852,6.896770344663108e-07
115098,pretrain,ep-9,,0.12483,6.842688002542822e-07
115148,pretrain,ep-9,,0.124853,6.81573441107152e-07
115198,pretrain,ep-9,,0.124842,6.788839254091628e-07
115248,pretrain,ep-9,,0.12482,6.762002567579627e-07
115448,pretrain,ep-9,,0.12482,6.65524124300083e-07
115598,pretrain,ep-9,,0.124888,6.575785940680923e-07
115648,pretrain,ep-9,,0.124898,6.54941830366844e-07
115748,pretrain,ep-9,,0.124861,6.496859437027412e-07
115948,pretrain,ep-9,,0.124879,6.392448315906711e-07
116048,pretrain,ep-9,,0.124874,6.340596620091217e-07
116098,pretrain,ep-9,,0.124864,6.314759359956339e-07
116148,pretrain,ep-9,,0.124875,6.28898120444482e-07
116248,pretrain,ep-9,,0.124888,6.237602345141982e-07
116298,pretrain,ep-9,,0.124919,6.212001710077845e-07
116448,pretrain,ep-9,,0.124906,6.135555393934648e-07
116548,pretrain,ep-9,,0.124889,6.084887848044591e-07
116648,pretrain,ep-9,,0.124883,6.034457950524006e-07
116748,pretrain,ep-9,,0.124891,5.984265971204084e-07
116948,pretrain,ep-9,,0.12487,5.88459684012449e-07
116998,pretrain,ep-9,,0.124891,5.859828674308549e-07
117098,pretrain,ep-9,,0.124842,5.810471515219569e-07
117148,pretrain,ep-9,,0.124854,5.785882587969394e-07
117248,pretrain,ep-9,,0.124858,5.736884202515257e-07
117298,pretrain,ep-9,,0.12485,5.712474809854215e-07
117498,pretrain,ep-9,,0.124896,5.615436667246526e-07
117548,pretrain,ep-9,,0.12489,5.591327150858215e-07
117648,pretrain,ep-9,,0.124866,5.543288367230492e-07
117698,pretrain,ep-9,,0.124865,5.519359164250415e-07
117748,pretrain,ep-9,,0.124893,5.495490129865036e-07
117898,pretrain,ep-9,,0.124899,5.424244357159803e-07
118098,pretrain,ep-9,,0.124902,5.330094281664608e-07
118148,pretrain,ep-9,,0.124909,5.306707738694653e-07
118198,pretrain,ep-9,,0.124909,5.283381648773718e-07
118298,pretrain,ep-9,,0.124917,5.236910952807063e-07
118348,pretrain,ep-9,,0.124911,5.213766408923127e-07
118398,pretrain,ep-9,,0.124914,5.190682442411665e-07
118548,pretrain,ep-9,,0.124954,5.121794315490709e-07
118598,pretrain,ep-9,,0.124953,5.098952966442156e-07
118648,pretrain,ep-9,,0.12494,5.076172348346903e-07
118748,pretrain,ep-9,,0.124942,5.030793426825498e-07
118898,pretrain,ep-9,,0.124973,4.963181285866146e-07
118998,pretrain,ep-9,,0.124959,4.918411037826162e-07
119048,pretrain,ep-9,,0.124966,4.896117357539027e-07
119098,pretrain,ep-9,,0.12498,4.873884679529331e-07
119198,pretrain,ep-9,,0.124995,4.829602449219234e-07
119248,pretrain,ep-9,,0.124996,4.807552956153199e-07
119348,pretrain,ep-9,,0.124987,4.763637361672244e-07
119498,pretrain,ep-9,,0.124973,4.698222889044289e-07
119548,pretrain,ep-9,,0.124967,4.676540560011147e-07
119648,pretrain,ep-9,,0.124978,4.633359818852882e-07
119998,pretrain,ep-9,,0.124979,4.4841613718534384e-07
120048,pretrain,ep-9,,0.124974,4.463093294390624e-07
120098,pretrain,ep-9,,0.124964,4.4420867984422054e-07
120148,pretrain,ep-9,,0.124968,4.421141912107617e-07
120198,pretrain,ep-9,,0.124964,4.4002586634039214e-07
120248,pretrain,ep-9,,0.124941,4.379437080265686e-07
120398,pretrain,ep-9,,0.124941,4.317342602352166e-07
120448,pretrain,ep-9,,0.124946,4.296767959171402e-07
120498,pretrain,ep-9,,0.124942,4.2762551199909897e-07
120598,pretrain,ep-9,,0.124935,4.235414963305009e-07
120648,pretrain,ep-9,,0.124945,4.215087700429469e-07
120698,pretrain,ep-9,,0.124944,4.194822350814336e-07
120798,pretrain,ep-9,,0.12494,4.154477499714608e-07
120848,pretrain,ep-9,,0.124914,4.1343980521975323e-07
120948,pretrain,ep-9,,0.124899,4.0944252475258056e-07
121098,pretrain,ep-9,,0.124908,4.0349316668253435e-07
121148,pretrain,ep-9,,0.12492,4.015224746466044e-07
121198,pretrain,ep-9,,0.124916,3.9955800067148877e-07
121298,pretrain,ep-9,,0.124904,3.9564771740653617e-07
121498,pretrain,ep-9,,0.124877,3.879018826714152e-07
121548,pretrain,ep-9,,0.124872,3.85981008233869e-07
121598,pretrain,ep-9,,0.124875,3.8406637264626294e-07
121698,pretrain,ep-9,,0.124887,3.802558282570141e-07
121798,pretrain,ep-9,,0.12489,3.764702698924396e-07
121848,pretrain,ep-9,,0.124897,3.7458686680434474e-07
121898,pretrain,ep-9,,0.124897,3.7270971780762457e-07
122098,pretrain,ep-9,,0.124868,3.6526371282849785e-07
122148,pretrain,ep-9,,0.124856,3.6341787178589264e-07
122198,pretrain,ep-9,,0.124851,3.615782997749269e-07
122298,pretrain,ep-9,,0.124844,3.57917972682382e-07
122398,pretrain,ep-9,,0.12485,3.542827511358807e-07
122448,pretrain,ep-9,,0.124848,3.5247456102598703e-07
122498,pretrain,ep-9,,0.124847,3.506726545861114e-07
122598,pretrain,ep-9,,0.124871,3.470877023493264e-07
122729,pretrain,ep-9,,0.128047,3.4242949152640994e-07
122779,pretrain,ep-9,,0.126473,3.4066294390850723e-07
122879,pretrain,ep-9,,0.125563,3.3714874943698227e-07
122929,pretrain,ep-9,,0.125029,3.354011072841409e-07
123129,pretrain,ep-9,,0.125098,3.284736270077995e-07
123229,pretrain,ep-9,,0.124819,3.250477722741244e-07
123329,pretrain,ep-9,,0.124847,3.216471989624315e-07
123379,pretrain,ep-9,,0.124903,3.199563985311076e-07
123479,pretrain,ep-9,,0.125023,3.1659378142604016e-07
123579,pretrain,ep-9,,0.124976,3.132564909770441e-07
123679,pretrain,ep-9,,0.12533,3.0994454504069194e-07
123879,pretrain,ep-9,,0.125244,3.033967574540635e-07
124029,pretrain,ep-9,,0.125255,2.98552576922154e-07
124129,pretrain,ep-9,,0.125097,2.9535489862954134e-07
124229,pretrain,ep-9,,0.124938,2.921826606341815e-07
124279,pretrain,ep-9,,0.125031,2.906060870574913e-07
124329,pretrain,ep-9,,0.124979,2.8903587990951505e-07
124379,pretrain,ep-9,,0.124922,2.874720412906481e-07
124479,pretrain,ep-9,,0.125006,2.843634779992295e-07
124529,pretrain,ep-9,,0.124968,2.828187574848638e-07
124629,pretrain,ep-9,,0.124957,2.797484490503356e-07
124679,pretrain,ep-9,,0.125055,2.782228652371884e-07
124729,pretrain,ep-9,,0.125027,2.7670366441723767e-07
124779,pretrain,ep-9,,0.124991,2.751908486226499e-07
124879,pretrain,ep-9,,0.124971,2.7218438019552564e-07
124929,pretrain,ep-9,,0.124936,2.706907315846079e-07
124979,pretrain,ep-9,,0.124996,2.692034760422852e-07
125179,pretrain,ep-9,,0.125036,2.6331842421932315e-07
125379,pretrain,ep-9,,0.124938,2.57535819108289e-07
125529,pretrain,ep-9,,0.12481,2.532661704627552e-07
125579,pretrain,ep-9,,0.124798,2.518557844710979e-07
125629,pretrain,ep-9,,0.124839,2.504518167427033e-07
125679,pretrain,ep-9,,0.124909,2.4905426915559704e-07
125829,pretrain,ep-9,,0.124949,2.449001658934204e-07
125879,pretrain,ep-9,,0.124929,2.4352831747991854e-07
125929,pretrain,ep-9,,0.124918,2.421628984689608e-07
125979,pretrain,ep-9,,0.12496,2.408039106870071e-07
126029,pretrain,ep-9,,0.124999,2.394513559519139e-07
126079,pretrain,ep-9,,0.124991,2.3810523607293402e-07
126279,pretrain,ep-9,,0.124869,2.3278514100186925e-07
126329,pretrain,ep-9,,0.124828,2.314712222408853e-07
126379,pretrain,ep-9,,0.124809,2.3016374901068276e-07
126479,pretrain,ep-9,,0.124779,2.2756814612979262e-07
126529,pretrain,ep-9,,0.124796,2.2628001995112705e-07
126579,pretrain,ep-9,,0.124796,2.2499834624728285e-07
126679,pretrain,ep-9,,0.124808,2.2245436311317422e-07
126779,pretrain,ep-9,,0.124742,2.199362103393535e-07
126929,pretrain,ep-9,,0.124741,2.1620744254002113e-07
126979,pretrain,ep-9,,0.124744,2.1497744962900338e-07
127029,pretrain,ep-9,,0.124714,2.1375392431174996e-07
127079,pretrain,ep-9,,0.124707,2.125368682249166e-07
127129,pretrain,ep-9,,0.124719,2.1132628299650444e-07
127179,pretrain,ep-9,,0.124718,2.1012217024585975e-07
